,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,r_mean
FastTextLinearRegression10000,0.579294,0.0,0.452906,0.0,0.225348,0.024297999999999997,0.41918
FastTextLinearRegression02000,0.53551,0.0,0.41092,0.00011599999999999999,0.208544,0.048144000000000006,0.384994
FastTextLinearRegression03000,0.549906,0.0,0.42273000000000005,3.2000000000000005e-05,0.21133599999999997,0.041018,0.39466
FastTextLinearRegression04000,0.562234,0.0,0.4328320000000001,6e-06,0.21513200000000002,0.036008,0.4034020000000001
FastTextLinearRegression05000,0.5691700000000001,0.0,0.44080199999999997,4e-06,0.22181,0.029446000000000003,0.41059199999999996
FastTextLinearRegression06000,0.5781459999999999,0.0,0.4496079999999999,0.0,0.22362800000000005,0.026607999999999996,0.417118
FastTextLinearRegression07000,0.5743459999999999,0.0,0.446344,0.0,0.22223400000000001,0.027424,0.414302
FastTextLinearRegression08000,0.576388,0.0,0.44892599999999994,0.0,0.22264999999999996,0.026719999999999997,0.4159840000000001
FastTextLinearRegression09000,0.5790759999999999,0.0,0.44995999999999997,0.0,0.22353400000000004,0.026033999999999998,0.417524
